total_precip_mean	total_precip_max	total_precip_min	temp_mean	temp_max	temp_min	series	tp
0.215682721801395	0.268833153250127	0.108047799916071	0.646836373074922	0.494592281926315	0.703701538170257	Original	0
0.383816234408864	0.513572164455303	0.0313892636672272	0.607957616298422	0.557877473174175	0.61833556137879	Surrogate	0
0.472322803500122	0.555597308852542	-0.0453036864905903	0.603979923945315	0.548007812255428	0.639329948997396	Surrogate	0
0.303114553878998	0.524464131569655	0.0605882708058951	0.617577277970518	0.583497302376644	0.645474910174836	Surrogate	0
0.380578839571973	0.494933367843355	-0.0360354712962199	0.618184324619675	0.617545766918545	0.655530290216088	Surrogate	0
0.394150297694426	0.543291460798276	-0.0608778830996179	0.642147774149634	0.585573526524149	0.628933882874884	Surrogate	0
0.464607086405504	0.47302426765015	0.0729168122150922	0.615424236287597	0.586686554472909	0.629438767742465	Surrogate	0
0.365459912161258	0.504680306208967	-0.02024471253247	0.605228961011376	0.581889938557766	0.616025381314636	Surrogate	0
0.411937975754129	0.543369207038593	7.9425878497754e-4	0.626574098946896	0.552457069447013	0.654264426359279	Surrogate	0
0.42371879159101	0.485520086262854	-0.0807192306073576	0.634437998824547	0.576950453470502	0.656744121400441	Surrogate	0
0.386668579081122	0.514653153284144	0.0614645606366467	0.612699987162749	0.59530071809948	0.618296321790777	Surrogate	0
0.401271515034086	0.531271417565029	-0.0192582469650658	0.63295676536662	0.564638991069673	0.634797761774655	Surrogate	0
0.428554368014802	0.520165092829668	0.0247772537736779	0.606503383796993	0.574285368444788	0.633400779942463	Surrogate	0
0.443095729071353	0.527142125381516	0.107303266513192	0.594231747377556	0.553949009480553	0.646951935002906	Surrogate	0
0.313165845228021	0.512683396449923	0.110613127500713	0.597548029192194	0.603313942814452	0.614897879920661	Surrogate	0
0.364171444394605	0.500766369866569	0.0391521164642674	0.605606310030471	0.538162313480726	0.58631113894088	Surrogate	0
0.401564480607707	0.553628082710358	0.0305806234261501	0.632107196606345	0.546491760329018	0.618616047915087	Surrogate	0
0.461601158806902	0.530305637106291	0.0532085288183382	0.622641821015324	0.597605457395406	0.634827886753448	Surrogate	0
0.420679857579047	0.52568317921507	0.0357634717629324	0.643029612431187	0.581340272467082	0.62441326849986	Surrogate	0
0.379060082333836	0.499594578920448	0.0588684503606835	0.623103702356656	0.575372222574657	0.621193647278962	Surrogate	0
0.328335633346391	0.521183229219753	-0.0171542071724104	0.626119059948452	0.555834848678641	0.624727595408488	Surrogate	0
0.41557300254008	0.507853089018334	0.0434408317589437	0.60450282935272	0.527820322545741	0.577455189880289	Surrogate	0
